image_name,yield
crop_01165.png,8.0
crop_01166.png,11.26
crop_01167.png,16.25
crop_01168.png,3.4
crop_01169.png,3.3
crop_01170.png,17.44
crop_01171.png,0.83
crop_01172.png,43.42
crop_01173.png,0.8
crop_01174.png,16.55
crop_01175.png,0.67
crop_01176.png,22.46
crop_01177.png,16.91
crop_01178.png,1.39
crop_01179.png,22.76
crop_01180.png,1.1
crop_01181.png,0.64
crop_01182.png,19.04
crop_01183.png,1.23
crop_01184.png,4.07
crop_01185.png,0.89
crop_01186.png,2.62
crop_01187.png,25.92
crop_01188.png,0.99
crop_01189.png,16.78
crop_01190.png,32.45
crop_01191.png,3.49
crop_01192.png,42.87
crop_01193.png,8.62
crop_01194.png,4.64
crop_01195.png,22.7
crop_01196.png,22.89
crop_01197.png,5.46
crop_01198.png,5.07
crop_01199.png,8.63
crop_01200.png,10.29
crop_01201.png,2.25
crop_01202.png,6.9
crop_01203.png,10.84
crop_01204.png,7.21
crop_01205.png,3.89
crop_01206.png,4.9
crop_01207.png,2.51
crop_01208.png,1.77
crop_01209.png,0.72
crop_01210.png,2.65
crop_01211.png,13.34
crop_01212.png,8.7
crop_01213.png,1.74
crop_01214.png,1.87
crop_01215.png,10.28
crop_01216.png,0.96
crop_01217.png,38.66
crop_01218.png,13.01
crop_01219.png,8.82
crop_01220.png,3.05
crop_01221.png,2.21
crop_01222.png,2.14
crop_01223.png,2.34
crop_01224.png,46.02
crop_01225.png,2.23
crop_01226.png,3.43
crop_01227.png,4.15
crop_01228.png,17.28
crop_01229.png,9.69
crop_01230.png,7.78
crop_01231.png,1.3
crop_01232.png,15.39
crop_01233.png,28.4
crop_01234.png,4.26
crop_01235.png,7.92
crop_01236.png,17.8
crop_01237.png,4.6
crop_01238.png,0.75
crop_01239.png,17.36
crop_01240.png,4.15
crop_01241.png,1.18
crop_01242.png,1.0
crop_01243.png,8.0
crop_01244.png,15.95
crop_01245.png,0.55
crop_01246.png,0.6
crop_01247.png,7.98
crop_01248.png,5.48
crop_01249.png,1.89
crop_01250.png,1.46
crop_01251.png,3.85
crop_01252.png,14.46
crop_01253.png,1.45
crop_01254.png,15.49
crop_01255.png,0.49
crop_01256.png,0.94
crop_01257.png,1.03
crop_01258.png,13.22
crop_01259.png,1.25
crop_01260.png,6.28
crop_01261.png,7.76
crop_01262.png,1.49
crop_01263.png,8.65
crop_01264.png,1.19
crop_01265.png,1.04
crop_01266.png,0.53
crop_01267.png,8.01
crop_01268.png,0.99
crop_01269.png,2.85
crop_01270.png,9.6
crop_01271.png,0.66
crop_01272.png,14.37
crop_01273.png,11.71
crop_01274.png,31.45
crop_01275.png,8.68
crop_01276.png,21.52
crop_01277.png,10.57
crop_01278.png,15.4
crop_01279.png,26.64
crop_01280.png,6.75
crop_01281.png,5.41
crop_01282.png,0.69
crop_01283.png,5.03
crop_01284.png,1.12
crop_01285.png,10.47
crop_01286.png,0.73
crop_01287.png,4.59
crop_01288.png,24.89
crop_01289.png,10.09
crop_01290.png,11.36
crop_01291.png,34.94
crop_01292.png,24.14
crop_01293.png,10.8
crop_01294.png,37.37
crop_01295.png,19.2
crop_01296.png,0.11
crop_01297.png,18.02
crop_01298.png,27.47
crop_01299.png,33.33
crop_01300.png,27.12
crop_01301.png,36.77
crop_01302.png,13.52
crop_01303.png,1.98
crop_01304.png,8.52
crop_01305.png,0.72
crop_01306.png,1.62
crop_01307.png,1.0
crop_01308.png,0.41
crop_01309.png,8.7
crop_01310.png,10.3
crop_01311.png,12.0
crop_01312.png,2.67
crop_01313.png,12.97
crop_01314.png,12.33
crop_01315.png,4.18
crop_01316.png,9.67
crop_01317.png,6.56
crop_01318.png,10.8
crop_01319.png,0.27
crop_01320.png,1.98
crop_01321.png,1.17
crop_01322.png,10.66
crop_01323.png,20.88
crop_01324.png,7.18
crop_01325.png,28.65
crop_01326.png,1.78
crop_01327.png,2.44
crop_01328.png,4.05
crop_01329.png,6.08
crop_01330.png,15.51
crop_01331.png,6.07
crop_01332.png,16.77
crop_01333.png,9.83
crop_01334.png,7.88
crop_01335.png,6.5
crop_01336.png,1.17
crop_01337.png,0.73
crop_01338.png,0.85
crop_01339.png,8.54
crop_01340.png,3.19
crop_01341.png,0.92
crop_01342.png,9.22
crop_01343.png,10.94
crop_01344.png,13.28
crop_01345.png,4.77
crop_01346.png,2.09
crop_01347.png,21.36
crop_01348.png,2.2
crop_01349.png,0.67
crop_01350.png,18.56
crop_01351.png,16.24
crop_01352.png,0.51
crop_01353.png,0.89
crop_01354.png,1.8
crop_01355.png,3.46
crop_01356.png,1.31
crop_01357.png,5.45
crop_01358.png,14.49
crop_01359.png,5.0
crop_01360.png,1.47
crop_01361.png,0.17
crop_01362.png,25.84
crop_01363.png,0.91
crop_01364.png,16.23
crop_01365.png,0.74
crop_01366.png,3.02
crop_01367.png,19.28
crop_01368.png,3.72
crop_01369.png,1.83
crop_01370.png,2.21
crop_01371.png,2.31
crop_01372.png,0.76
crop_01373.png,1.9
crop_01374.png,3.91
crop_01375.png,6.48
crop_01376.png,4.87
crop_01377.png,4.35
crop_01378.png,1.88
crop_01379.png,14.07
crop_01380.png,16.26
crop_01381.png,1.48
crop_01382.png,0.69
crop_01383.png,2.01
crop_01384.png,6.94
crop_01385.png,14.89
crop_01386.png,0.57
crop_01387.png,3.18
crop_01388.png,7.79
crop_01389.png,0.4
crop_01390.png,3.96
crop_01391.png,0.65
crop_01392.png,1.2
crop_01393.png,22.82
crop_01394.png,5.59
crop_01395.png,2.75
crop_01396.png,6.2
crop_01397.png,0.81
crop_01398.png,2.53
crop_01399.png,18.04
crop_01400.png,1.5
crop_01401.png,47.72
crop_01402.png,28.67
crop_01403.png,23.66
crop_01404.png,2.41
crop_01405.png,5.12
crop_01406.png,22.63
crop_01407.png,1.38
crop_01408.png,26.14
crop_01409.png,0.86
crop_01410.png,3.36
crop_01411.png,24.69
crop_01412.png,33.9
crop_01413.png,13.42
crop_01414.png,1.13
crop_01415.png,16.46
crop_01416.png,14.81
crop_01417.png,34.84
crop_01418.png,1.81
crop_01419.png,17.76
crop_01420.png,7.86
crop_01421.png,30.12
crop_01422.png,26.41
crop_01423.png,28.24
crop_01424.png,14.14
crop_01425.png,24.92
crop_01426.png,10.1
crop_01427.png,0.66
crop_01428.png,39.98
crop_01429.png,11.71
crop_01430.png,7.19
crop_01431.png,14.68
crop_01432.png,30.51
crop_01433.png,1.15
crop_01434.png,10.68
crop_01435.png,8.34
crop_01436.png,12.25
crop_01437.png,1.0
crop_01438.png,3.63
crop_01439.png,7.19
crop_01440.png,20.45
crop_01441.png,0.3
crop_01442.png,4.85
crop_01443.png,0.53
crop_01444.png,12.26
crop_01445.png,9.68
crop_01446.png,10.43
crop_01447.png,4.61
crop_01448.png,34.64
crop_01449.png,1.19
crop_01450.png,27.36
crop_01451.png,10.55
crop_01452.png,11.37
crop_01453.png,1.77
crop_01454.png,0.85
crop_01455.png,1.67
crop_01456.png,17.56
crop_01457.png,0.9
crop_01458.png,0.98
crop_01459.png,7.45
crop_01460.png,0.6
crop_01461.png,2.54
crop_01462.png,10.22
crop_01463.png,8.11
crop_01464.png,13.88
crop_01465.png,4.24
crop_01466.png,1.47
crop_01467.png,14.83
crop_01468.png,14.29
crop_01469.png,2.16
crop_01470.png,14.72
crop_01471.png,0.42
crop_01472.png,1.86
crop_01473.png,14.82
crop_01474.png,14.3
crop_01475.png,2.9
crop_01476.png,1.83
crop_01477.png,27.84
crop_01478.png,16.0
crop_01479.png,15.22
crop_01480.png,16.0
crop_01481.png,5.57
crop_01482.png,0.38
crop_01483.png,43.58
crop_01484.png,1.27
crop_01485.png,28.81
crop_01486.png,14.04
crop_01487.png,5.75
crop_01488.png,49.18
crop_01489.png,20.57
crop_01490.png,26.82
crop_01491.png,5.76
crop_01492.png,2.08
crop_01493.png,30.14
crop_01494.png,10.42
crop_01495.png,4.29
crop_01496.png,3.75
crop_01497.png,31.18
crop_01498.png,15.83
crop_01499.png,6.95
crop_01500.png,4.44
crop_01501.png,10.8
crop_01502.png,0.61
crop_01503.png,1.31
crop_01504.png,1.69
crop_01505.png,9.25
crop_01506.png,26.35
crop_01507.png,2.03
crop_01508.png,2.17
crop_01509.png,8.58
crop_01510.png,4.52
crop_01511.png,11.54
crop_01512.png,15.71
crop_01513.png,19.85
crop_01514.png,9.34
crop_01515.png,32.09
crop_01516.png,2.12
crop_01517.png,8.6
crop_01518.png,12.11
crop_01519.png,5.04
crop_01520.png,15.15
crop_01521.png,4.49
crop_01522.png,3.55
crop_01523.png,2.78
crop_01524.png,33.71
crop_01525.png,1.36
crop_01526.png,37.85
crop_01527.png,0.27
crop_01528.png,3.18
crop_01529.png,7.65
crop_01530.png,0.4
crop_01531.png,5.62
crop_01532.png,2.67
crop_01533.png,6.73
crop_01534.png,6.58
crop_01535.png,3.7
crop_01536.png,1.61
crop_01537.png,2.96
crop_01538.png,5.79
crop_01539.png,0.91
crop_01540.png,1.17
crop_01541.png,1.84
crop_01542.png,17.7
crop_01543.png,7.24
crop_01544.png,1.8
crop_01545.png,0.88
crop_01546.png,7.55
crop_01547.png,10.52
crop_01548.png,2.53
crop_01549.png,7.01
crop_01550.png,21.25
crop_01551.png,9.23
crop_01552.png,28.16
crop_01553.png,5.71
crop_01554.png,5.27
crop_01555.png,7.36
crop_01556.png,0.98
crop_01557.png,1.9
crop_01558.png,20.26
crop_01559.png,0.87
crop_01560.png,0.92
crop_01561.png,0.9
crop_01562.png,30.04
crop_01563.png,2.54
crop_01564.png,5.25
crop_01565.png,2.09
crop_01566.png,1.22
crop_01567.png,0.9
crop_01568.png,4.73
crop_01569.png,2.69
crop_01570.png,8.07
crop_01571.png,4.42
crop_01572.png,3.12
crop_01573.png,12.12
crop_01574.png,2.43
crop_01575.png,0.03
crop_01576.png,7.16
crop_01577.png,1.92
crop_01578.png,0.18
crop_01579.png,13.59
crop_01580.png,1.07
crop_01581.png,1.45
crop_01582.png,0.83
crop_01583.png,41.96
crop_01584.png,1.43
crop_01585.png,25.35
crop_01586.png,3.05
crop_01587.png,4.0
crop_01588.png,5.06
crop_01589.png,3.72
crop_01590.png,4.93
crop_01591.png,6.3
crop_01592.png,1.41
crop_01593.png,14.25
crop_01594.png,0.11
crop_01595.png,11.51
crop_01596.png,23.97
crop_01597.png,1.9
crop_01598.png,2.49
crop_01599.png,5.04
crop_01600.png,3.14
crop_01601.png,1.95
crop_01602.png,3.58
crop_01603.png,1.97
crop_01604.png,31.93
crop_01605.png,4.25
crop_01606.png,0.83
crop_01607.png,18.14
crop_01608.png,7.07
crop_01609.png,0.8
crop_01610.png,35.1
crop_01611.png,21.4
crop_01612.png,0.72
crop_01613.png,2.64
crop_01614.png,4.24
crop_01615.png,47.06
crop_01616.png,2.58
crop_01617.png,4.12
crop_01618.png,2.48
crop_01619.png,24.4
crop_01620.png,5.98
crop_01621.png,1.97
crop_01622.png,1.47
crop_01623.png,32.06
crop_01624.png,4.28
crop_01625.png,42.03
crop_01626.png,25.35
crop_01627.png,1.33
crop_01628.png,47.75
crop_01629.png,4.63
crop_01630.png,4.18
crop_01631.png,10.98
crop_01632.png,42.57
crop_01633.png,3.95
crop_01634.png,7.52
crop_01635.png,3.92
crop_01636.png,1.54
crop_01637.png,2.44
crop_01638.png,8.53
crop_01639.png,20.33
crop_01640.png,3.8
crop_01641.png,2.47
crop_01642.png,4.6
crop_01643.png,1.33
crop_01644.png,6.6
crop_01645.png,31.37
crop_01646.png,12.97
crop_01647.png,18.0
crop_01648.png,7.49
crop_01649.png,2.77
crop_01650.png,3.08
crop_01651.png,6.83
crop_01652.png,0.58
crop_01653.png,3.06
crop_01654.png,25.2
crop_01655.png,3.3
crop_01656.png,19.66
crop_01657.png,10.91
crop_01658.png,9.84
crop_01659.png,1.22
crop_01660.png,28.22
crop_01661.png,8.69
crop_01662.png,2.24
crop_01663.png,4.21
crop_01664.png,4.02
crop_01665.png,22.21
crop_01666.png,20.67
crop_01667.png,21.48
crop_01668.png,1.12
crop_01669.png,18.23
crop_01670.png,22.38
crop_01671.png,9.42
crop_01672.png,29.48
crop_01673.png,13.24
crop_01674.png,2.18
crop_01675.png,7.4
crop_01676.png,1.33
crop_01677.png,5.11
crop_01678.png,2.08
crop_01679.png,19.83
crop_01680.png,1.57
crop_01681.png,43.27
crop_01682.png,1.0
crop_01683.png,2.42
crop_01684.png,0.67
crop_01685.png,30.89
crop_01686.png,1.23
crop_01687.png,7.96
crop_01688.png,5.68
crop_01689.png,2.13
crop_01690.png,4.16
crop_01691.png,3.49
crop_01692.png,33.41
crop_01693.png,1.14
crop_01694.png,15.41
crop_01695.png,13.67
crop_01696.png,25.82
crop_01697.png,35.48
crop_01698.png,4.06
crop_01699.png,17.65
crop_01700.png,44.1
crop_01701.png,44.42
crop_01702.png,0.5
crop_01703.png,24.28
crop_01704.png,5.5
crop_01705.png,4.29
crop_01706.png,8.47
crop_01707.png,0.67
crop_01708.png,2.35
crop_01709.png,1.93
crop_01710.png,29.83
crop_01711.png,6.78
crop_01712.png,2.13
crop_01713.png,3.82
crop_01714.png,15.82
crop_01715.png,26.4
crop_01716.png,2.31
crop_01717.png,0.52
crop_01718.png,28.59
crop_01719.png,30.06
crop_01720.png,34.48
crop_01721.png,2.01
crop_01722.png,1.34
crop_01723.png,10.52
crop_01724.png,6.3
crop_01725.png,1.0
crop_01726.png,1.0
crop_01727.png,2.86
crop_01728.png,5.38
crop_01729.png,0.45
crop_01730.png,13.04
crop_01731.png,1.75
crop_01732.png,3.15
crop_01733.png,2.05
crop_01734.png,1.1
crop_01735.png,0.75
crop_01736.png,0.83
crop_01737.png,3.93
crop_01738.png,4.29
crop_01739.png,1.06
crop_01740.png,13.5
crop_01741.png,3.49
crop_01742.png,3.0
crop_01743.png,6.16
crop_01744.png,5.97
crop_01745.png,3.44
crop_01746.png,24.64
crop_01747.png,2.69
crop_01748.png,14.09
crop_01749.png,28.29
crop_01750.png,5.15
crop_01751.png,7.0
crop_01752.png,0.95
crop_01753.png,12.46
crop_01754.png,20.82
crop_01755.png,12.75
crop_01756.png,28.17
crop_01757.png,0.95
crop_01758.png,13.97
crop_01759.png,7.16
crop_01760.png,28.71
crop_01761.png,2.21
crop_01762.png,43.28
crop_01763.png,25.58
crop_01764.png,1.98
crop_01765.png,41.63
crop_01766.png,16.4
crop_01767.png,24.63
crop_01768.png,36.97
crop_01769.png,42.0
crop_01770.png,21.88
crop_01771.png,0.98
crop_01772.png,4.05
crop_01773.png,1.1
crop_01774.png,29.43
crop_01775.png,1.43
crop_01776.png,6.33
crop_01777.png,16.47
crop_01778.png,29.06
crop_01779.png,16.65
crop_01780.png,6.11
crop_01781.png,29.73
crop_01782.png,1.42
crop_01783.png,3.55
crop_01784.png,8.57
crop_01785.png,4.47
crop_01786.png,2.94
crop_01787.png,3.46
crop_01788.png,28.43
crop_01789.png,6.21
crop_01790.png,5.74
crop_01791.png,24.77
crop_01792.png,2.91
crop_01793.png,2.14
crop_01794.png,1.24
crop_01795.png,1.82
crop_01796.png,3.97
crop_01797.png,2.56
crop_01798.png,1.64
crop_01799.png,21.43
crop_01800.png,1.77
crop_01801.png,1.27
crop_01802.png,0.68
crop_01803.png,0.93
crop_01804.png,11.81
crop_01805.png,1.72
crop_01806.png,2.77
crop_01807.png,11.4
crop_01808.png,22.67
crop_01809.png,28.01
crop_01810.png,35.81
crop_01811.png,1.66
crop_01812.png,14.42
crop_01813.png,10.02
crop_01814.png,2.75
crop_01815.png,3.18
crop_01816.png,4.13
crop_01817.png,9.84
crop_01818.png,4.33
crop_01819.png,6.66
crop_01820.png,1.58
crop_01821.png,2.77
crop_01822.png,4.86
crop_01823.png,3.72
crop_01824.png,2.27
crop_01825.png,6.94
crop_01826.png,1.11
crop_01827.png,1.0
crop_01828.png,11.86
crop_01829.png,0.86
crop_01830.png,14.99
crop_01831.png,1.72
crop_01832.png,2.26
crop_01833.png,2.8
crop_01834.png,13.15
crop_01835.png,40.35
crop_01836.png,3.76
crop_01837.png,2.21
crop_01838.png,19.78
crop_01839.png,2.4
crop_01840.png,36.34
crop_01841.png,0.68
crop_01842.png,11.17
crop_01843.png,0.53
crop_01844.png,39.81
crop_01845.png,0.71
crop_01846.png,3.75
crop_01847.png,6.53
crop_01848.png,6.71
crop_01849.png,2.72
crop_01850.png,0.59
crop_01851.png,17.82
crop_01852.png,4.27
crop_01853.png,22.41
crop_01854.png,11.71
crop_01855.png,11.04
crop_01856.png,0.9
crop_01857.png,3.01
crop_01858.png,6.63
crop_01859.png,3.13
crop_01860.png,1.96
crop_01861.png,5.93
crop_01862.png,8.34
crop_01863.png,3.16
crop_01864.png,4.21
crop_01865.png,3.88
crop_01866.png,0.44
crop_01867.png,1.7
crop_01868.png,2.76
crop_01869.png,2.5
crop_01870.png,1.0
crop_01871.png,1.15
crop_01872.png,1.0
crop_01873.png,21.55
crop_01874.png,44.73
crop_01875.png,7.33
crop_01876.png,2.87
crop_01877.png,3.21
crop_01878.png,5.82
crop_01879.png,2.67
crop_01880.png,4.77
crop_01881.png,11.5
crop_01882.png,3.22
crop_01883.png,3.65
crop_01884.png,1.0
crop_01885.png,3.05
crop_01886.png,8.4
crop_01887.png,2.38
crop_01888.png,2.91
crop_01889.png,17.78
crop_01890.png,40.95
crop_01891.png,1.44
crop_01892.png,0.5
crop_01893.png,0.72
crop_01894.png,2.88
crop_01895.png,1.91
crop_01896.png,13.25
crop_01897.png,4.31
crop_01898.png,5.09
crop_01899.png,3.53
crop_01900.png,2.9
crop_01901.png,5.68
crop_01902.png,1.64
crop_01903.png,28.07
crop_01904.png,11.73
crop_01905.png,19.89
crop_01906.png,16.04
crop_01907.png,48.48
crop_01908.png,1.11
crop_01909.png,18.38
crop_01910.png,8.78
crop_01911.png,11.77
crop_01912.png,2.04
crop_01913.png,0.73
crop_01914.png,40.93
crop_01915.png,5.3
crop_01916.png,3.0
crop_01917.png,3.44
crop_01918.png,14.28
crop_01919.png,3.62
crop_01920.png,2.15
crop_01921.png,31.95
crop_01922.png,3.16
crop_01923.png,14.98
crop_01924.png,5.07
crop_01925.png,3.4
crop_01926.png,10.9
crop_01927.png,15.0
crop_01928.png,21.91
crop_01929.png,37.73
crop_01930.png,5.87
crop_01931.png,5.75
crop_01932.png,1.12
crop_01933.png,2.19
crop_01934.png,27.02
crop_01935.png,19.85
crop_01936.png,0.91
crop_01937.png,2.48
crop_01938.png,9.27
crop_01939.png,11.56
crop_01940.png,0.91
crop_01941.png,1.4
crop_01942.png,12.64
crop_01943.png,0.82
crop_01944.png,18.52
crop_01945.png,15.49
crop_01946.png,21.44
crop_01947.png,2.56
crop_01948.png,6.83
crop_01949.png,7.93
crop_01950.png,7.29
crop_01951.png,4.98
crop_01952.png,15.49
crop_01953.png,21.44
crop_01954.png,6.93
crop_01955.png,7.5
crop_01956.png,5.34
crop_01957.png,23.06
crop_01958.png,1.57
crop_01959.png,5.91
crop_01960.png,18.09
crop_01961.png,3.92
crop_01962.png,11.72
crop_01963.png,3.26
crop_01964.png,0.51
crop_01965.png,22.42
crop_01966.png,3.43
crop_01967.png,1.95
crop_01968.png,5.64
crop_01969.png,0.45
crop_01970.png,0.21
crop_01971.png,1.44
crop_01972.png,11.97
crop_01973.png,1.52
crop_01974.png,13.89
crop_01975.png,5.18
crop_01976.png,1.53
crop_01977.png,0.64
crop_01978.png,1.04
crop_01979.png,1.5
crop_01980.png,12.89
crop_01981.png,1.5
crop_01982.png,2.12
crop_01983.png,0.54
crop_01984.png,1.67
crop_01985.png,1.62
crop_01986.png,1.58
crop_01987.png,1.91
crop_01988.png,1.51
crop_01989.png,6.47
crop_01990.png,6.06
crop_01991.png,6.61
crop_01992.png,2.59
crop_01993.png,6.14
crop_01994.png,2.03
crop_01995.png,7.06
crop_01996.png,1.47
crop_01997.png,1.28
crop_01998.png,0.75
crop_01999.png,1.54
